"","nation","hospitalized_with_symptoms","intensive_care","hospitalized_total","home_isolation","positives_remaining","num_positives_variation","new_positives","total_discharged_healed","total_deceased","casi_da_sospetto_diagnostico","casi_da_screening","total_cases","tests","casi_testati","note","ingressi_intensive_care","notes_test","notes_casi","positives_remaining_test_molecolare","positives_remaining_test_antigenico_rapido","tests_test_molecolare","tests_test_antigenico_rapido","dt","total_cases_delta","intensive_care_delta","hospitalized_with_symptoms_delta","home_isolation_delta","total_discharged_healed_delta","total_deceased_delta","tests_delta","new_positives_delta","positives_remaining_delta","hospitalized_total_delta","tests_per_new_positives","total_tests_per_cases_ratio","positives_remaining_previous","positives_remaining_percent_delta","deceased_per_positives_day_before_ratio","discharged_healed_per_positives_day_before_ratio"
"317","ITA",23395,2569,25964,543197,569161,-1297,15378,1536129,76329,NA,NA,2181619,27139378,15106666,"",202,NA,NA,NA,NA,NA,NA,2021-01-05,15375,-10,78,-1365,16023,649,135106,4578,-1297,68,8.78566783716998,12.4400172532417,570458,-0.227361172952259,0.113768235347738,2.80879573956365
"318","ITA",23174,2571,25745,542967,568712,-449,20331,1556356,76877,NA,NA,2201945,27317974,15182385,"",183,NA,NA,NA,NA,NA,NA,2021-01-06,20326,2,-221,-230,20227,548,178596,4953,-449,-219,8.78441788401948,12.4062926185713,569161,-0.0788880474944699,0.0962820713295535,3.55382747588117
"319","ITA",23291,2587,25878,545177,571055,2343,18020,1572015,77291,NA,NA,2220361,27439249,15235808,"",156,NA,NA,NA,NA,NA,NA,2021-01-07,18416,16,117,2210,15659,414,121275,-2311,2343,133,6.73002219755827,12.3580125033722,568712,0.411983569891263,0.0727960725288019,2.75341473364374
"320","ITA",23313,2587,25900,544489,570389,-666,17533,1589590,77911,NA,NA,2237890,27579516,15292666,"",187,NA,NA,NA,NA,NA,NA,2021-01-08,17529,0,22,-688,17575,620,140267,-487,-666,22,8.00017110591456,12.3238925952571,571055,-0.116626244407281,0.108570978277049,3.07763700519214
"321","ITA",23260,2593,25853,546989,572842,2453,19978,1606630,78394,NA,NA,2257866,27751635,15359083,"",183,NA,NA,NA,NA,NA,NA,2021-01-09,19976,6,-53,2500,17040,483,172119,2445,2453,-47,8.61542696966663,12.2910903481429,570389,0.430057381892007,0.0846790523660169,2.98743489092532
"322","ITA",23427,2615,26042,553890,579932,7090,18627,1617804,78755,NA,NA,2276491,27891393,15422188,"",181,NA,NA,NA,NA,NA,NA,2021-01-10,18625,22,167,6901,11174,361,139758,-1351,7090,189,7.50297954582058,12.2519232450293,572842,1.23768857730404,0.0630191222012352,1.95062512874405
"323","ITA",23603,2642,26245,549734,575979,-3953,12532,1633839,79203,NA,NA,2289021,27983049,15464741,"",168,NA,NA,NA,NA,NA,NA,2021-01-11,12530,27,176,-4156,16035,448,91656,-6095,-3953,203,7.31375678263645,12.2248983298974,579932,-0.681631639571536,0.077250436258044,2.76497934240566
"324","ITA",23712,2636,26348,543692,570040,-5939,14242,1653404,79819,NA,NA,2303263,28124690,15518345,"",196,NA,NA,NA,NA,NA,NA,2021-01-12,14242,-6,109,-6042,19565,616,141641,1710,-5939,103,9.94530262603567,12.2108026742929,575979,-1.03111398158613,0.106948343602805,3.39682523147545
"325","ITA",23525,2579,26104,538670,564774,-5266,15774,1673936,80326,NA,NA,2319036,28300119,15587971,"",165,NA,NA,NA,NA,NA,NA,2021-01-13,15773,-57,-187,-5022,20532,507,175429,1532,-5266,-244,11.1214023075948,12.2033978773939,570040,-0.923794821416041,0.0889411269384605,3.60185250157884
"326","ITA",23110,2557,25667,535713,561380,-3394,17246,1694051,80848,NA,NA,2336279,28460704,15656574,"",164,NA,NA,NA,NA,NA,NA,2021-01-14,17243,-22,-415,-2957,20115,522,160585,1472,-3394,-437,9.31143453554447,12.1820655837766,564774,-0.600948343939346,0.092426351071402,3.56160163180316
"327","ITA",22841,2522,25363,532705,558068,-3312,16146,1713030,81325,NA,NA,2352423,28734210,15737459,"",156,NA,NA,2351466,957,28617351,116859,2021-01-15,16144,-35,-269,-3008,18979,477,273506,-1100,-3312,-304,16.9395515917255,12.2147292387466,561380,-0.58997470519078,0.0849691830845417,3.3807759449927
"328","ITA",22784,2520,25304,532413,557717,-351,16310,1729216,81800,NA,NA,2368733,28995614,15822424,"",170,NA,NA,2366912,1821,28780581,215033,2021-01-16,16310,-2,-57,-292,16186,475,261404,164,-351,-59,16.0272225628449,12.2409803046608,558068,-0.0628955611144162,0.0851150755821871,2.90036339657533
"329","ITA",22757,2503,25260,528114,553374,-4343,12545,1745726,82177,NA,NA,2381277,29206692,15889027,"",124,NA,NA,2379043,2234,28910309,296383,2021-01-17,12544,-17,-27,-4299,16510,377,211078,-3765,-4343,-44,16.8256675966521,12.265138411029,557717,-0.77871034951418,0.0675970070842381,2.96028272403387
"330","ITA",22884,2544,25428,521631,547059,-6315,8825,1760489,82554,NA,NA,2390102,29365366,15937909,"",142,NA,NA,2387620,2482,28997556,367810,2021-01-18,8825,41,127,-6483,14763,377,158674,-3720,-6315,168,17.9800566572238,12.286239666759,553374,-1.14118119029806,0.0681275231579366,2.66781597978944
"331","ITA",22699,2487,25186,510338,535524,-11535,10497,1781917,83157,NA,NA,2400598,29619436,16009790,"",176,NA,NA,2397121,3477,29132944,486492,2021-01-19,10496,-57,-185,-11293,21428,603,254070,1672,-11535,-242,24.2040583023721,12.3383573592913,547059,-2.10854770692009,0.110225770894913,3.9169449730285
"332","ITA",22469,2461,24930,498623,523553,-11971,13571,1806932,83681,NA,NA,2414166,29899198,16102034,"",152,NA,NA,2409616,4550,29296422,602776,2021-01-20,13568,-26,-230,-11715,25015,524,279762,3074,-11971,-256,20.6146930955714,12.3848973102927,535524,-2.23538067388203,0.0978480889745371,4.67112585056879
"333","ITA",22045,2418,24463,492105,516568,-6985,14078,1827451,84202,NA,NA,2428221,30166765,16197394,"",155,NA,NA,2422728,5493,29458875,707890,2021-01-21,14055,-43,-424,-6518,20519,521,267567,507,-6985,-467,19.0060377894587,12.4234017414395,523553,-1.33415337129192,0.0995123702853388,3.91918296714946
"334","ITA",21691,2390,24081,477972,502053,-14515,13633,1855127,84674,NA,NA,2441854,30431493,16279588,"",144,NA,NA,2435519,6335,29608567,822926,2021-01-22,13633,-28,-354,-14133,27676,472,264728,-445,-14515,-382,19.4181764835326,12.4624539386876,516568,-2.80989143733255,0.0913722878691673,5.35766830310821
"335","ITA",21403,2386,23789,475045,498834,-3219,13331,1871189,85162,NA,NA,2455185,30717824,16367107,"",174,NA,NA,2447861,7324,29759716,958108,2021-01-23,13331,-4,-288,-2927,16062,488,286331,-302,-3219,-292,21.4785837521566,12.511409119883,502053,-0.641167366791952,0.0972008931327967,3.19926382274381
"336","ITA",21309,2400,23709,475569,499278,444,11629,1882074,85461,NA,NA,2466813,30934035,16443404,"",120,NA,NA,2458857,7956,29893362,1040673,2021-01-24,11628,14,-94,524,10885,299,216211,-1702,444,-80,18.5923983145584,12.5400810681637,498834,0.0890075656430797,0.0599397795659478,2.18208863068676
"337","ITA",21424,2421,23845,467785,491630,-7648,8562,1897861,85881,NA,NA,2475372,31060966,16494329,"",150,NA,NA,2467120,8252,29962599,1098367,2021-01-25,8559,21,115,-7784,15787,420,126931,-3067,-7648,136,14.8249240831581,12.5479992502137,499278,-1.53181193643621,0.0841214714047084,3.16196587872888
"338","ITA",21355,2372,23727,458690,482417,-9213,10593,1917117,86422,NA,NA,2485956,31317253,16567955,"",162,NA,NA,2476249,9707,30087654,1229599,2021-01-26,10584,-49,-69,-9095,19256,541,256287,2031,-9213,-118,24.1939960351175,12.5976698702632,491630,-1.87397026218904,0.110042104834937,3.91676667412485
"339","ITA",21161,2352,23513,454456,477969,-4448,15204,1936289,86889,NA,NA,2501147,31611023,16656230,"",115,NA,NA,2488513,12634,30255759,1355264,2021-01-27,15191,-20,-194,-4234,19172,467,293770,4611,-4448,-214,19.3218889765851,12.6386106054542,482417,-0.922023892192854,0.0968042170984853,3.9741551396406
"340","ITA",20778,2288,23066,451551,474617,-3352,14372,1953509,87381,NA,NA,2515507,31886602,16752985,"",102,NA,NA,2501989,13518,30420375,1466227,2021-01-28,14360,-64,-383,-2905,17220,492,275579,-832,-3352,-447,19.1747147230726,12.6760140202353,477969,-0.70130071197086,0.102935546029136,3.60274411101975
"341","ITA",20397,2270,22667,445157,467824,-6793,13574,1973388,87858,NA,NA,2529070,32155352,16834157,"",148,NA,NA,2514261,14809,30565671,1589681,2021-01-29,13563,-18,-381,-6394,19879,477,268750,-798,-6793,-399,19.7988802121703,12.7142989320185,474617,-1.43125931013849,0.100502089052857,4.18842982868292
"342","ITA",20098,2218,22316,441036,463352,-4472,12715,1990152,88279,NA,NA,2541783,32453362,16923532,"",132,NA,NA,2526058,15725,30718540,1734822,2021-01-30,12713,-52,-299,-4121,16764,421,298010,-859,-4472,-351,23.4376720408966,12.7679514734342,467824,-0.955915044974178,0.0899911077670235,3.58339888505079
"343","ITA",20096,2215,22311,431657,453968,-9384,11252,2010548,88516,NA,NA,2553032,32666726,17005122,"",97,NA,NA,2536779,16253,30840359,1826367,2021-01-31,11249,-3,-2,-9379,20396,237,213364,-1463,-9384,-5,18.9623178101671,12.7952669610095,463352,-2.02524214851776,0.0511490184568104,4.40183704829158
"344","ITA",20260,2252,22512,425077,447589,-6379,7925,2024523,88845,NA,NA,2560957,32809145,17053960,"",145,NA,NA,2544428,16529,30916110,1893035,2021-02-01,7925,37,164,-6580,13975,329,142419,-3327,-6379,201,17.9708517350158,12.8112830477044,453968,-1.4051651217707,0.0724720685158425,3.07841081309696
"345","ITA",20317,2214,22531,415234,437765,-9824,9660,2043500,89343,NA,NA,2570608,33053574,17129160,"",158,NA,NA,2552713,17895,31041506,2012068,2021-02-02,9651,-38,57,-9843,18977,498,244429,1735,-9824,19,25.3032091097308,12.8582708837754,447589,-2.19487074079122,0.11126278795949,4.23982716286593
"346","ITA",20071,2145,22216,412506,434722,-3043,13189,2059248,89819,NA,NA,2583790,33332881,17222062,"",133,NA,NA,2564627,19163,31199437,2133444,2021-02-03,13182,-69,-246,-2728,15748,476,279307,3529,-3043,-315,21.1772689362347,12.9007701864316,437765,-0.695121811931059,0.10873413817916,3.59736388244835
"347","ITA",19743,2151,21894,408383,430277,-4445,13659,2076928,90241,NA,NA,2597446,33603023,17315499,"",147,NA,NA,2577005,20441,31350804,2252219,2021-02-04,13656,6,-328,-4123,17680,422,270142,470,-4445,-322,19.7775825463065,12.9369476786043,434722,-1.02249253545944,0.0970735320503678,4.06696693519077
